,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relleno,relleno
•ame Diamante *,1 Kilogramos,,,0.88,0.88,,0.65,0.65,0.65,,0.88,0.88,0.65,0.65,,,,0.88,0.78,0.79,0.88,0.65,,0.88,0.84,,0.88,0.88,0.88,0.88,0.65,,,,,,,0.88,0.88,0.65,,0.88,0.88,0.65,0.65,0.63,,0.85,0.88,0.79,,0.88,,,,,,,,,,0.88,,0.88,,,0.88,,0.88,,0.88,,,0.88,0.85,,,,0.88,0.88,0.88,0.88,,,,,,0.88,0.88,0.88,,,,,
Papa Nacional *,1 Kilogramos,1.2,1.54,1.54,1.54,1.54,1.54,1.54,1.54,1.52,1.54,1.3,1.54,1.54,1.54,1.54,1.52,1.54,1.54,1.54,1.54,1.54,1.2,1.54,1.54,1.54,0.67,1.46,1.54,1.54,1.54,1.54,1.54,1.4,1.27,0.65,1.54,1.55,1.54,1.54,1.07,1.1,1.54,1.54,1.54,1.03,1.04,1.29,1.54,1.54,1.32,1.54,1.54,1.32,1.54,1.54,1.54,1.54,1.54,1.54,1.32,1.54,1.54,1.54,1.54,1.54,1.54,,1.54,1.54,,1.54,1.54,1.54,1.43,1.32,1.54,1.54,1.32,1.54,1.08,1.54,1.54,1.1,,1.52,1.32,1.54,1.54,1.54,,,,,
Pl†tano Verde *,1 Unidades,,,,,,,,0.25,0.22,,0.27,0.27,,,0.25,,0.25,,,,,,,,,,0.22,,,,0.27,,0.24,,,0.22,0.22,,,,,0.25,,,0.26,0.26,,,0.21,0.5,0.5,0.35,0.5,0.4,0.4,0.5,0.35,0.4,0.5,0.45,0.4,,0.5,0.4,0.4,0.4,,0.4,0.35,0.4,0.5,0.35,0.4,0.45,0.45,0.4,,0.25,0.3,0.3,,0.4,0.4,,0.35,0.4,0.5,0.4,0.4,,,,,
Repollo Verde *,1 Kilogramos,1.61,1.95,3.08,3.08,,1.98,1.98,1.98,1.46,1.8,1.55,1.98,1.98,1.98,1.28,1.96,,1.98,1.98,1.54,1.98,1.47,1.54,,1.98,1.55,,1.54,1.54,1.98,1.98,1.98,,1.08,1.7,1.8,1.95,1.95,1.98,1.95,1.95,1.54,1.98,1.98,1.7,1.7,1.1,1.54,1.98,2.76,2.2,2.2,2.76,2.2,2.2,,2.76,2.2,2.2,2.2,2.2,,1.98,2.2,2.2,2.2,,1.76,1.65,1.76,2.65,1.76,3.31,1.76,1.65,2.76,2.2,1.74,1.52,1.65,2.2,2.2,1.54,,1.1,2.2,2.2,2.2,2.76,,,,,
Tomate Nacional (Perita ¢ 3 x 3) *,1 Kilogramos,2.25,2.71,2.71,2.71,2.71,2.49,2.49,2.49,1.97,2.46,2.71,2.49,2.49,2.49,2.71,2.97,2.71,2.71,2.71,2.71,2.49,2.25,2.71,2.71,2.71,1.98,,2.71,2.71,2.49,2.71,2.71,1.97,2.17,1.94,2.49,2.42,2.71,2.49,1.98,1.99,2.71,2.71,2.49,1.98,1.98,2.15,2.71,,2.76,2.2,,,2.2,2.71,2.2,2.71,2.2,2.2,2.71,2.2,2.2,2.71,2.71,2.71,2.71,,2.43,2.2,2.76,3.31,,2.71,2.71,2.09,2.71,2.76,1.3,1.3,2.2,2.71,2.2,2.09,,,2.71,2.71,,2.71,,,,,
Yuca *,1 Kilogramos,0.84,,,,0.62,,,,0.77,,,,,,0.84,,,,,0.62,,0.84,,,,0.75,,0.62,0.62,,0.84,,0.6,,0.73,,,0.62,,,,,,,0.6,0.6,,0.62,,,,,,,,,,0.84,,,,,,,,,,,,,,0.84,,0.62,0.62,,,0.84,0.77,0.83,,,,,,,,,,,,,,
Zanahoria *,1 Kilogramos,2.35,1.75,2.35,2.35,,1.64,1.64,1.64,0.75,0.99,1.62,1.64,1.64,1.64,,,1.31,1.64,1.64,1.31,1.64,1.4,1.31,,,0.98,0.65,,,1.64,1.7,1.64,1.29,0.67,0.67,0.99,0.98,,1.79,1.49,0.72,1.31,1.64,1.64,0.68,0.68,0.69,1.31,1.64,,2.2,,2.76,1.76,,2.2,2.2,,1.76,1.65,1.65,,2.09,1.98,2.2,2.2,,1.98,1.65,2.2,2.65,1.76,2.76,2.2,1.65,2.2,2,0.99,0.86,2.2,,1.76,2.2,,,,2.2,1.65,2.2,,,,,
Frijoles Chiricanos *,1 Kilogramos,2.73,2.98,3.02,3.02,,,2.54,2.54,1.98,1.96,2.84,,2.54,2.54,1.92,2.58,,2.62,2.54,2.98,2.54,2.82,2.84,2.62,2.62,2.18,2.84,2.84,2.84,3.06,2.62,2.84,,2.03,2.14,2.4,2.4,2.98,2.84,1.96,2.84,2.51,2.62,2.84,2.38,3.04,2.18,2.84,2.62,,,,,,,,3.2,3.09,,,,,,3.31,2.98,3.31,,2.87,,,,3.31,,,2.98,,,2.84,2.87,3.86,3.64,,,,,3.31,,,2.98,,,,,
Lentejas *,1 Kilogramos,1.61,1.61,1.61,1.61,1.61,1.52,1.52,1.52,1.48,,1.34,1.61,1.52,1.52,1.17,1.17,1.61,1.61,1.52,1.52,1.52,1.61,1.52,1.52,1.52,1.43,1.34,1.63,1.61,1.52,1.52,1.52,1.06,1.39,1.08,1.34,1.34,1.52,1.61,1.39,1.34,1.74,1.52,1.52,1.48,1.48,1.43,1.63,1.52,2.76,1.87,1.61,2.76,2.2,1.61,2.2,1.65,1.81,1.87,1.65,1.87,1.76,1.87,2.2,1.65,1.61,1.87,1.61,1.87,1.65,1.83,1.61,1.65,1.61,1.61,1.87,1.46,1.61,1.21,1.52,1.87,1.59,1.61,1.54,1.65,1.65,1.65,1.61,1.61,,,,,
Porotos Rojos *,1 Kilogramos,2.12,2.12,2.12,2.12,2.12,1.92,1.92,1.92,1.87,2.12,1.87,1.92,1.92,1.92,2.07,2.07,2.12,1.92,1.92,2.12,1.92,2.12,2.12,1.92,1.92,2.09,2.12,2.12,2.12,1.92,1.92,1.92,1.87,1.83,1.83,1.87,1.87,2.31,1.92,2.09,1.87,2.12,1.92,1.92,1.83,1.83,2.09,2.09,1.92,3.31,2.43,,3.31,2.76,2.12,2.76,2.76,2.12,2.2,2.2,2.54,2.12,2.2,2.76,2.12,2.12,2.12,2.12,2.12,2.2,2.12,2.12,2.12,2.12,2.12,2.2,2.12,2.12,2.09,3.17,2.43,2.12,2.12,1.98,2.43,2.12,2.43,2.12,2.12,,,,,
Guineos *,1 Kilogramos,1.09,0.89,1.1,1.1,,,0.99,0.99,0.97,0.99,0.99,0.99,,0.99,0.85,0.96,,0.99,0.99,,0.99,1.09,,,0.99,0.94,,0.89,0.89,0.99,0.99,0.99,,0.82,0.93,0.98,0.95,,,0.96,0.88,0.89,0.99,0.99,0.94,0.94,0.99,0.89,,1.32,1.1,1.1,,1.1,1.1,1.43,1.1,1.1,,1.1,1.1,,,1.1,1.1,1.1,,,,1.1,1.1,1.1,1.1,1.1,,,,,0.84,0.99,,1.1,1.1,,1.1,,1.1,1.1,1.1,,,,,
Manzana Roja Mediana *,1 Unidades,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,0.35,,,,,,,,,,0.35,,,,,,,0.5,0.5,0.5,,0.45,0.35,0.5,0.5,,,0.5,0.5,0.55,,0.5,,0.5,0.55,0.5,0.5,0.5,0.5,0.5,0.5,,0.45,0.4,,0.5,0.5,,0.5,,,0.5,0.35,,,,,
Naranja de Jugo *,1 Kilogramos,,,0.95,0.95,,,0.79,0.79,0.76,0.85,0.85,0.79,0.79,0.79,0.63,0.83,,0.79,0.79,,0.79,,,0.79,,0.55,,,,0.79,,0.79,,0.63,0.53,,0.85,,,0.85,,,,,0.63,0.63,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pi§a *,1 Kilogramos,1,,1.26,1.26,,,0.88,0.88,,0.95,0.95,0.88,0.88,0.88,,,,0.88,0.88,,0.88,1.07,,0.88,,0.89,0.95,,,0.88,,0.88,,,,0.95,0.95,,0.88,0.95,0.95,,0.88,0.88,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aceite Vegetal Nacional *,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarina en barra*,1 Kilogramos,,2.98,2.98,2.98,2.31,2.62,2.43,2.62,2.65,2.98,2.84,2.18,2.84,,2.62,2.69,2.98,2.43,2.43,2.31,2.43,2.84,2.98,2.43,2.18,2.54,2.43,3.06,2.31,2.84,2.43,2.62,2.65,2.58,2.58,2.84,2.84,2.31,2.62,2.43,2.76,2.98,2.43,2.62,2.65,2.65,2.54,2.98,2.62,,5.73,3.97,,4.41,4.41,4.41,4.41,4.41,4.41,3.86,4.41,4.41,4.41,4.41,4.41,4.41,4.41,4.41,3.09,4.41,4.41,4.41,4.41,,4.41,4.85,4.41,2.76,2.31,,,3.86,4.08,3.86,4.3,,,4.41,4.41,,,,,
Leche en Polvo entera instant†nea *,360 Gramos,,3.76,3.76,3.76,,3.55,3.39,3.55,3.08,3.76,,2.19,2.19,,3.29,3.29,3.31,2.19,2.19,3.31,2.19,3.76,3.75,3.39,,3.48,3.43,,3.75,,2.19,2.19,3.29,2.95,3.37,3.55,3.55,3.75,2.19,3.74,3.55,3.76,3.55,3.55,3.53,3.74,3.48,3.31,2.25,,,,,3.76,3.76,,3.76,3.75,,3.76,3.75,,3.76,3.76,3.76,,,3.76,,3.75,3.76,3.76,,,3.75,3.76,,3.76,3.59,3.76,3.76,,,3.76,3.76,3.76,3.75,3.76,3.5,,,,,
Leche Evaporada *,167 Gramos,0.51,,0.7,0.7,0.55,0.49,0.49,0.49,0.47,0.49,0.49,0.49,0.49,,0.45,0.47,0.55,0.49,0.49,0.55,0.49,0.55,0.55,0.49,0.49,0.42,,0.55,0.55,0.49,0.49,0.49,0.47,0.38,0.38,0.49,0.49,0.65,0.45,0.41,0.43,0.55,0.49,0.49,0.41,0.39,0.5,0.55,0.49,0.75,0.75,0.8,0.75,0.75,0.6,0.75,0.55,0.75,0.75,0.6,0.65,0.75,0.55,0.55,0.6,0.6,0.7,0.6,0.7,0.65,0.75,0.65,0.6,0.75,0.55,0.6,0.75,0.47,0.49,0.6,0.65,0.65,0.65,0.65,0.75,0.6,0.7,0.7,0.65,,,,,
Leche Fresca y Pasteurizada *,946 Mililitros,1.49,1.35,1.49,1.49,1.45,1.55,1.35,1.35,1.33,1.35,1.35,1.45,1.35,1.35,1.33,1.33,1.35,1.35,1.35,1.35,1.35,1.38,1.35,1.35,1.35,1.35,,1.35,1.35,1.45,1.45,1.35,1.33,1.31,1.31,1.35,1.35,1.45,1.35,1.25,1.35,1.45,1.35,1.35,1.33,1.27,1.35,1.35,1.45,1.65,1.65,1.75,1.65,1.5,1.5,1.55,1.55,1.55,1.6,1.5,1.6,1.5,1.6,1.55,1.5,1.5,1.6,1.6,1.5,1.6,1.55,1.4,1.5,1.45,1.5,1.5,1.45,1.4,1.35,1.35,1.5,1.5,1.5,1.45,1.25,1.5,1.6,1.55,1.35,,,,,
Queso Amarillo *,1 Kilogramos,6.61,6.61,6.61,6.61,6.61,6.21,6.21,6.21,6.19,6.65,6.6,6.21,6.21,6.21,6.53,6.58,6.61,6.21,6.21,6.61,6.21,6.61,6.61,6.21,6.21,6.61,6.6,6.61,6.61,6.61,6.21,6.21,6.19,6.19,6.19,6.6,6.6,6.61,6.61,6.6,6.6,6.61,6.21,6.21,6.19,6.19,6.59,6.61,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queso Blanco Prensado Bajo en Sal *,1 Kilogramos,11.13,9.92,14.3,14.3,9.92,10.49,10.49,10.49,10.25,10.79,10.79,10.49,10.49,10.49,10.25,,9.92,10.95,,9.91,10.49,12.93,9.91,10.49,,10.75,13.98,9.91,10.91,10.49,10.49,10.49,10.49,10.21,10.21,9.89,9.89,14.34,10.49,,10.79,13.45,10.49,10.49,10.25,10.25,10.31,9.91,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huevos Medianos de Gallina *,1 Docena,1.87,1.87,1.87,1.87,1.87,1.87,1.87,,1.85,1.87,1.87,1.87,1.87,1.87,1.71,1.85,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.6,1.85,1.87,1.87,1.87,1.87,1.87,1.87,1.82,1.82,1.87,1.87,,1.87,1.87,1.87,1.87,1.87,1.87,1.85,1.85,1.84,1.87,1.87,3,,3,3,2.4,2.4,3,2.4,,2.4,2.4,2.4,,2.4,2.4,2.4,2.4,2.4,2.4,2.4,,2.4,2.4,,2.4,2.4,2.4,,1.95,1.87,2.2,1.87,2.4,,1.92,,,,2.4,2.4,,,,,
Az£car Morena *,1 Kilogramos,1.52,,1.23,,,,,,1.26,1.21,1.3,,0.99,,0.95,0.95,,,,,,1.54,,,,,1.3,1.3,,0.99,,,1.04,0.95,1.26,1.3,1.3,1.21,1.12,1.3,1.3,,,,1.19,1.26,,,,1.65,1.65,1.65,1.65,,,,,,,,,,,,,,,,,,,,,1.43,,1.65,1.54,,,,,1.43,,,1.54,,,,,,,,,
CafÇ Molido Tradicional *,425 Gramos,5.45,5.64,3.94,3.94,4.05,3.45,2.81,4.07,2.8,4.05,4.05,3.45,3.45,4.07,3.58,2.79,4.05,3.45,3.45,4.05,3.45,5.45,4.05,4.07,4.07,2.79,4.05,4.05,4.05,4.07,3.05,4.07,4.01,2.78,2.77,4.05,4.05,5.64,4.07,4.05,4.05,4.05,2.81,2.81,2.8,2.8,2.79,4.05,3.05,6.95,5.75,5.9,,,5.25,,5.5,5.65,5.25,5.5,5.5,,,,5.5,,5.6,,,5.65,,,5.5,,5,,,3.45,3.45,4.55,,,,4.95,5.75,,5.5,,5.95,,,,,
Jugo de Naranja *,946 Mililitros,1.2,0.99,1.28,1.28,0.99,0.99,0.99,0.99,0.98,1.2,1.2,0.99,0.99,0.99,1.25,,1.49,0.99,0.99,1.3,0.99,1.25,1.49,0.99,0.99,0.99,,0.99,0.99,0.99,,0.99,1.25,0.97,0.98,1.2,1.2,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,1.2,1.5,,1.45,1.5,1.35,1.25,1.35,1.35,1.25,1.25,1.25,1.25,1.35,1.3,1.35,1.25,1.25,1.35,1.25,1.25,1.25,1.25,1.25,1.35,1.25,1.25,1.25,1.25,1.28,0.9,1.25,1.25,1.25,1.25,1.25,1.25,1.35,1.25,1.35,1.25,,,,,
Mayonesa *,15 Onzas,2.48,,2.55,2.55,2.5,,2.05,2.49,2.48,2.49,2.47,2.49,2.49,2.49,2.45,2.47,2.5,2.05,2.05,2.67,2.05,2.48,2.69,2.49,2.49,2.48,2.49,2.69,2.69,2.49,2.49,2.05,2.48,2.03,1.97,2.49,2.49,,2.49,2.49,2.49,,2.49,2.49,2.17,2.48,2.48,2.5,2.19,,2.95,,,2.5,2.75,,2.65,2.75,,,2.75,,2.85,,2.5,2.65,,2.65,2.5,2.75,3,2.85,2.75,2.5,2.75,2.75,2.6,2.49,,2.55,,,,,,2.75,2.65,2.5,2.85,,,,,
Pasta de Tomate *,113 Gramos,,0.5,0.65,0.65,0.5,0.49,0.49,0.35,0.33,0.43,0.43,0.65,0.65,0.49,0.33,0.34,,0.49,0.36,0.5,0.49,0.43,0.64,0.49,0.35,0.35,0.43,0.42,0.45,0.36,0.69,0.36,0.55,0.33,0.47,0.43,0.43,0.64,0.35,0.49,0.49,0.35,0.35,0.35,0.33,0.33,0.38,0.5,0.36,0.85,0.75,,0.85,0.75,0.65,0.85,0.55,0.5,0.75,0.75,0.75,0.7,0.75,0.75,0.75,0.65,0.75,0.7,0.75,0.75,0.7,0.75,0.75,0.75,0.5,0.75,0.75,0.59,0.39,0.5,0.75,0.7,0.7,0.75,0.75,0.65,0.75,0.75,0.75,,,,,
Sal  *,1 Kilogramos,0.55,0.84,0.66,0.66,0.55,0.55,0.55,0.64,0.6,0.6,0.55,0.55,,0.55,0.42,0.57,0.64,0.64,0.55,0.62,0.55,0.6,0.64,0.64,,0.49,0.49,0.62,0.62,0.55,0.84,0.55,0.6,0.44,0.44,0.57,0.57,0.62,0.64,0.55,0.55,0.55,0.55,0.55,0.51,0.55,0.49,0.55,,1.1,0.88,0.99,1.1,0.77,0.77,0.77,0.77,1.1,0.77,,0.88,0.99,0.88,0.77,0.77,0.77,0.77,1.1,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.88,0.77,0.66,0.49,0.77,0.77,0.77,0.77,0.77,0.99,0.77,0.77,0.77,0.88,,,,,
Salsa de Tomate *,113 Gramos,0.5,0.42,0.65,0.65,0.49,0.35,0.35,0.49,0.33,0.43,0.43,0.35,0.35,0.35,0.33,0.33,0.42,0.35,0.35,0.42,0.35,0.45,0.42,0.35,0.35,0.35,0.43,0.42,0.59,0.35,0.35,0.35,0.36,0.32,0.33,0.43,0.43,0.42,0.55,0.43,0.43,0.79,0.35,0.35,0.33,0.33,0.35,0.5,0.35,0.85,0.75,,0.85,0.75,0.65,0.85,0.55,0.65,0.75,0.75,0.75,0.7,0.75,0.75,0.7,0.65,0.75,0.65,0.75,0.7,0.65,0.75,0.75,0.65,0.65,0.7,0.75,0.49,0.35,0.47,0.75,0.65,0.6,0.65,0.75,0.85,0.75,0.75,0.75,,,,,
Soda en envase pl†stico *,1 Litros,1.32,1.04,,,1.04,1.2,1.2,1.1,1.02,1.2,1.2,1.2,,,1.18,1.18,1.25,1.5,1.2,1.04,1.2,1.3,1.5,1.2,1.25,1.5,1.25,1.5,1.04,1.2,1.1,1.2,,1.48,1.48,1.25,1.25,1.04,1.2,1.15,1.1,0.95,1.2,1.1,0.95,1.08,1.23,1.5,1.2,1.5,,1.4,1.5,1.25,1.25,1.25,1.25,1.25,1.6,1.25,1.35,1.35,1.25,1.25,1.25,1.35,1.35,1.25,1.2,1.25,1.5,1,1.25,1.25,1.25,1.25,1.25,1.25,0.99,1.15,1.1,1.25,1.25,1.25,,1.25,1.25,1.25,1.25,,,,,
Sopa Deshidratada (Pollo y Fideos) *,60 Gramos,0.59,0.45,0.48,0.48,0.45,0.42,0.44,0.39,0.34,0.65,0.65,0.62,0.39,0.34,0.54,0.55,0.45,0.42,0.39,0.45,0.39,0.58,0.45,0.42,0.39,0.32,0.54,,0.49,0.42,0.62,0.39,0.48,0.38,0.41,0.4,0.4,0.45,0.42,0.49,0.4,0.45,0.44,0.42,0.41,0.41,0.32,0.65,0.44,0.85,0.75,0.55,0.85,0.75,0.65,0.75,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,,0.65,0.6,0.65,0.65,0.6,0.65,,0.6,0.6,0.65,0.45,0.45,0.6,0.6,0.65,0.65,0.65,0.65,0.85,0.65,0.65,0.65,,,,,
Te Negro *,36 Gramos,0.9,0.95,0.91,0.91,0.95,0.95,0.95,0.99,0.94,0.94,0.93,0.99,0.95,0.95,0.84,0.91,0.95,0.95,0.99,0.95,0.95,0.88,0.95,0.95,0.95,0.9,0.89,0.95,0.95,0.99,0.95,0.95,0.93,0.89,0.87,0.93,0.93,0.95,0.95,,0.92,0.95,0.95,0.95,0.9,0.9,0.9,0.95,0.95,,,,,,,,1.25,,,,,,,1.25,,,,,,,,,,,1.25,,,0.89,0.9,1.25,1.25,,,,,,1,,1.25,,,,,
